,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1800,1,0,0,0,66,1,2,1,1,1,1,0,0,1,0,1,3,74.6,4798.4,0
1801,1,1,0,0,16,1,2,2,0,0,0,0,0,0,2,1,1,74.45,1261.35,0
1802,1,0,1,1,70,1,1,1,1,1,1,0,1,1,0,1,3,80.15,5600.15,0
1803,0,0,0,0,50,1,1,0,2,2,2,2,2,2,1,1,2,19.35,1033.0,0
1804,0,0,0,0,3,1,1,0,2,2,2,2,2,2,2,1,2,20.0,61.7,0
1805,1,0,0,0,17,1,2,1,1,0,0,0,0,1,2,0,1,65.75,1111.2,0
1806,1,0,1,1,20,1,2,2,0,1,0,1,1,0,2,0,2,96.8,1826.7,0
1807,1,0,1,1,71,1,1,0,2,2,2,2,2,2,0,0,3,19.7,1301.1,0
1808,0,0,0,0,34,1,1,2,0,1,1,1,1,1,2,1,0,105.1,3634.8,0
1809,0,0,0,1,43,1,2,0,2,2,2,2,2,2,0,1,0,25.1,1070.15,0
1810,1,1,1,0,50,1,2,2,1,1,1,0,1,0,1,1,1,101.9,5265.5,0
1811,0,0,1,1,41,1,2,2,1,1,1,0,0,1,1,1,1,101.6,3930.55,0
1812,1,0,0,0,54,1,2,2,0,1,0,0,0,0,2,1,1,79.85,4308.25,0
1813,0,0,1,0,64,1,1,0,2,2,2,2,2,2,0,0,3,19.45,1225.65,0
1814,1,0,1,1,31,1,1,1,0,0,1,1,0,0,2,0,2,54.35,1647.0,0
1815,1,1,0,0,11,1,1,2,0,0,0,0,0,1,2,1,0,78.5,874.2,0
1816,0,0,0,0,4,1,2,2,0,0,0,0,1,0,2,1,0,85.65,321.65,1
1817,0,0,0,1,21,0,0,1,1,1,1,1,1,0,0,0,2,53.15,1183.2,0
1818,0,0,1,1,35,1,2,0,2,2,2,2,2,2,0,0,1,24.3,821.6,0
1819,0,0,1,1,58,1,1,2,1,1,0,0,1,1,1,0,3,99.25,5846.65,0
1820,1,0,1,1,20,1,1,0,2,2,2,2,2,2,0,0,2,20.05,400.0,0
1821,0,0,0,0,60,1,2,0,2,2,2,2,2,2,0,0,2,25.0,1505.05,0
1822,0,0,0,1,41,1,1,0,2,2,2,2,2,2,1,1,3,20.25,865.0,0
1823,0,0,1,0,15,1,2,1,0,0,0,0,0,0,2,1,0,51.1,711.15,0
1824,1,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,2,44.3,44.3,0
1825,1,0,0,0,66,1,1,2,0,1,1,0,1,1,2,0,0,99.5,6710.5,1
1826,0,1,1,1,1,1,1,2,0,0,0,0,0,0,2,1,0,69.25,69.25,1
1827,1,0,1,1,2,1,1,1,0,0,0,0,0,0,2,1,0,44.5,90.05,0
1828,0,0,1,0,32,1,1,2,0,1,0,0,0,1,2,0,1,84.15,2585.95,1
1829,0,1,1,0,72,1,2,1,1,1,1,1,0,1,0,0,1,78.45,5682.25,0
1830,1,0,1,0,62,1,2,2,1,1,0,0,0,1,1,0,0,96.1,6001.45,0
1831,1,1,0,0,9,1,1,2,0,0,0,0,0,1,2,1,0,79.55,718.55,0
1832,1,0,0,0,4,1,1,2,0,0,1,0,0,1,2,0,0,86.05,308.1,0
1833,1,0,1,1,30,1,1,2,0,1,1,0,0,0,2,0,1,82.05,2570.2,0
1834,1,0,0,0,40,1,2,2,0,1,1,0,1,1,2,1,3,104.5,4036.85,1
1835,1,0,0,1,33,1,1,0,2,2,2,2,2,2,1,1,2,20.15,682.15,0
1836,1,0,1,0,63,1,2,1,1,1,1,1,0,1,1,0,3,80.0,5040.2,0
1837,0,0,1,1,64,1,1,0,2,2,2,2,2,2,1,0,1,19.8,1336.65,0
1838,1,0,0,0,5,1,2,2,0,1,1,0,0,1,2,0,0,96.55,500.1,0
1839,0,0,0,0,7,1,1,0,2,2,2,2,2,2,2,0,1,20.0,137.6,1
1840,1,0,0,0,10,1,1,2,1,0,1,0,0,0,2,1,2,79.85,887.35,0
1841,0,0,1,1,63,1,2,2,1,1,1,0,1,0,2,1,0,100.55,6215.35,1
1842,1,0,1,1,20,0,0,1,1,0,1,1,0,0,0,1,3,39.4,825.4,0
1843,0,0,0,0,38,1,2,1,1,1,1,0,1,1,1,0,1,84.1,3187.65,0
1844,0,1,1,0,66,1,2,2,0,1,1,1,1,1,1,1,3,108.1,7181.95,0
1845,1,0,0,0,13,1,1,2,0,0,0,0,1,1,2,1,0,91.1,1135.7,1
1846,0,0,1,0,24,1,2,1,1,1,1,0,0,0,2,0,2,66.3,1559.45,0
1847,1,1,1,0,23,1,2,2,0,1,1,0,1,1,2,1,0,104.45,2184.85,0
1848,0,1,1,1,32,1,2,2,0,0,1,0,1,0,2,1,2,91.35,2896.55,0
1849,0,0,0,1,51,0,0,1,1,0,1,1,1,1,1,0,1,60.15,3077.0,0
1850,0,0,1,0,40,1,1,0,2,2,2,2,2,2,0,0,2,19.1,780.1,0
1851,0,0,0,0,22,1,2,1,1,0,0,1,0,0,2,1,2,59.05,1253.5,0
1852,1,0,0,1,1,1,1,1,1,1,0,1,0,1,2,1,1,70.45,70.45,0
1853,0,1,0,0,6,1,1,2,0,0,0,0,1,1,2,1,0,89.35,567.8,0
1854,1,0,0,0,1,1,1,0,2,2,2,2,2,2,2,0,2,19.65,19.65,1
1855,0,0,1,0,4,1,1,0,2,2,2,2,2,2,1,0,1,20.5,79.05,0
1856,0,0,0,0,60,1,2,2,0,1,1,0,1,1,2,1,0,105.9,6396.45,1
1857,1,1,1,0,72,0,0,1,1,1,1,1,1,1,0,1,3,64.95,4546.0,0
1858,0,0,0,0,42,1,2,1,1,1,0,0,0,0,1,1,1,60.15,2421.6,0
1859,0,0,1,0,2,1,1,1,1,0,0,0,0,1,2,1,2,62.15,113.1,0
1860,1,0,1,0,69,0,0,1,1,0,1,1,1,1,0,0,1,60.25,4055.5,0
1861,1,0,0,0,2,1,2,2,0,0,0,0,0,1,2,1,0,86.0,165.45,1
1862,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,36.45,36.45,1
1863,1,0,1,0,31,1,1,1,0,0,1,1,0,1,2,1,3,66.4,2019.8,0
1864,1,0,1,1,16,1,1,0,2,2,2,2,2,2,0,0,2,20.5,290.55,0
1865,0,0,0,0,15,1,1,0,2,2,2,2,2,2,2,0,2,19.6,299.4,0
1866,0,0,0,1,2,1,2,2,0,0,0,0,1,1,2,1,1,94.2,193.8,1
1867,0,1,1,0,17,1,2,2,0,0,0,0,1,1,2,1,0,92.55,1614.7,0
1868,1,0,0,1,6,1,1,2,0,0,1,0,1,1,2,0,2,94.5,575.45,1
1869,0,0,1,1,61,1,2,1,1,1,0,0,0,0,2,0,0,59.8,3641.5,0
1870,0,0,0,0,1,1,1,0,2,2,2,2,2,2,2,0,2,19.15,19.15,0
1871,1,0,0,0,19,1,1,2,0,0,0,1,0,1,1,1,3,87.7,1725.95,0
1872,1,0,1,1,44,0,0,1,1,1,1,1,0,1,0,1,3,54.05,2375.2,0
1873,0,0,0,0,70,1,2,2,1,1,1,1,1,1,0,1,3,111.95,7795.95,0
1874,1,0,1,1,63,1,2,0,2,2,2,2,2,2,0,0,2,25.25,1573.05,0
1875,0,0,1,1,58,1,1,1,0,0,0,0,0,0,1,1,2,44.1,2413.05,0
1876,0,0,1,0,53,1,2,1,1,1,1,0,0,1,1,0,1,74.1,3833.95,0
1877,1,0,1,0,59,0,0,1,0,0,0,0,1,1,2,1,0,44.3,2666.75,0
1878,1,0,0,0,69,1,1,2,0,1,1,1,1,1,1,1,1,104.05,7262.0,1
1879,1,0,0,0,26,1,1,1,0,0,0,1,0,0,2,0,1,49.15,1237.3,0
1880,1,0,1,1,23,1,1,1,1,0,0,1,0,0,1,0,3,57.2,1423.35,0
1881,0,0,0,0,42,1,1,1,1,0,1,0,0,0,2,0,3,54.55,2455.05,0
1882,0,1,0,0,1,1,2,1,0,0,0,0,0,0,2,0,2,50.55,50.55,1
1883,0,0,0,0,6,0,0,1,0,0,1,0,1,1,2,1,0,47.95,305.1,1
1884,1,0,0,0,58,1,1,0,2,2,2,2,2,2,0,0,2,20.8,1212.25,0
1885,1,0,0,0,3,1,2,2,0,0,1,0,1,1,2,1,1,101.55,298.35,1
1886,0,0,0,0,41,1,1,0,2,2,2,2,2,2,0,1,2,19.85,810.45,0
1887,0,0,1,0,58,1,2,1,1,0,0,1,0,0,1,1,1,61.05,3478.75,0
1888,1,1,1,0,51,1,2,2,1,0,1,0,1,0,2,1,1,93.8,4750.95,1
1889,0,0,1,0,64,1,2,2,0,1,1,1,1,1,2,1,0,111.15,6953.4,0
1890,0,0,1,1,19,1,2,0,2,2,2,2,2,2,0,0,2,25.6,485.9,0
1891,1,0,1,1,60,1,1,1,1,1,0,1,1,1,2,1,3,79.05,4663.4,0
1892,1,0,1,1,69,1,2,2,1,1,1,1,1,1,0,1,1,114.35,7665.8,0
1893,0,0,1,1,3,1,1,2,0,0,0,0,1,0,2,1,0,80.7,239.45,0
1894,1,0,0,0,7,1,2,2,0,0,0,0,1,1,2,0,2,95.0,655.5,1
1895,0,0,1,0,19,1,1,2,1,0,0,0,0,0,2,1,0,73.2,1441.1,1
1896,0,0,0,0,1,1,2,2,0,0,0,0,0,0,2,1,0,77.15,77.15,1
1897,0,0,1,0,62,1,2,0,2,2,2,2,2,2,0,0,1,23.65,1416.75,0
1898,0,0,0,0,1,1,2,1,0,0,0,0,0,0,2,1,1,49.95,49.95,1
1899,1,1,1,0,1,1,2,2,0,0,0,0,0,0,2,1,0,73.55,73.55,1
1900,0,0,0,0,28,1,1,1,0,0,1,0,1,0,2,1,1,59.55,1646.45,0
1901,1,0,1,0,69,1,2,2,0,1,0,1,1,0,0,1,2,92.45,6460.55,0
1902,1,1,1,0,30,1,1,2,0,1,1,0,0,0,2,1,2,79.65,2365.15,1
1903,0,1,1,0,40,0,0,1,0,1,0,0,1,0,2,1,0,39.3,1637.4,1
1904,0,0,0,0,1,1,1,0,2,2,2,2,2,2,2,0,2,19.85,19.85,0
1905,1,0,0,0,45,1,2,2,0,1,0,0,1,1,2,1,3,100.85,4740.0,1
1906,1,0,1,1,22,1,2,1,0,0,1,1,1,1,1,1,2,78.65,1663.75,0
1907,0,0,1,1,47,1,1,0,2,2,2,2,2,2,0,0,3,20.05,1016.7,0
1908,0,0,0,0,2,1,1,0,2,2,2,2,2,2,2,1,2,20.0,40.9,0
1909,0,0,0,0,13,0,0,1,0,0,0,0,0,1,2,1,0,35.1,446.1,1
1910,0,0,0,0,20,1,1,0,2,2,2,2,2,2,2,1,3,18.9,347.65,0
1911,1,0,1,0,48,1,1,0,2,2,2,2,2,2,0,0,2,19.25,855.1,0
1912,1,0,1,0,67,1,1,2,1,1,0,0,1,1,1,1,3,100.9,6733.15,0
1913,1,0,1,0,70,1,2,2,1,1,1,0,1,0,0,1,3,99.35,6944.5,0
1914,0,0,1,0,64,1,1,2,1,0,1,0,1,1,0,1,1,99.0,6375.8,0
1915,0,0,1,0,34,1,2,2,0,0,0,0,1,1,2,1,0,97.65,3207.55,1
1916,0,0,1,0,72,1,2,1,1,1,1,1,1,1,0,1,1,90.95,6468.6,0
1917,0,0,1,1,23,1,2,1,0,1,0,1,1,0,2,1,3,69.5,1652.1,0
1918,0,1,0,0,15,1,2,2,0,1,0,0,1,0,2,0,3,89.0,1288.3,0
1919,1,0,0,0,22,1,2,2,1,0,0,0,1,1,2,1,1,101.35,2317.1,1
1920,1,0,0,1,41,1,1,1,1,1,1,0,1,0,1,0,2,70.2,2894.55,0
1921,0,0,0,0,68,1,1,1,1,1,1,1,1,1,0,1,3,82.45,5646.6,0
1922,0,0,1,1,70,1,2,2,0,1,1,0,1,1,1,1,0,106.5,7397.0,0
1923,1,0,1,1,71,1,2,1,1,1,1,1,1,1,0,0,1,86.85,6263.8,0
1924,1,0,1,1,71,1,1,1,1,1,1,1,1,1,0,0,1,85.45,6029.9,0
1925,1,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,2,44.45,44.45,0
1926,1,0,0,0,1,1,1,1,0,0,0,0,0,1,2,1,0,55.0,55.0,1
1927,1,0,0,1,3,1,1,0,2,2,2,2,2,2,2,0,2,20.85,60.65,0
1928,0,0,0,0,40,1,2,2,0,1,1,0,1,0,2,1,1,93.4,3756.4,0
1929,0,0,0,0,3,0,0,1,0,1,0,0,1,1,2,1,0,50.6,155.35,1
1930,0,0,0,0,67,1,2,0,2,2,2,2,2,2,0,1,2,26.1,1759.55,0
1931,0,0,0,0,18,1,1,2,1,0,0,0,0,0,2,1,0,75.4,1380.4,0
1932,0,0,1,1,20,1,1,0,2,2,2,2,2,2,2,0,2,20.05,406.05,0
1933,0,0,0,0,3,1,2,2,0,0,0,0,0,0,2,1,0,74.25,210.3,1
1934,1,0,1,0,71,1,2,2,1,1,1,1,1,1,0,1,1,116.1,8310.55,0
1935,0,0,1,0,25,0,0,1,0,0,0,0,1,0,2,1,1,34.0,853.0,1
1936,0,1,0,0,32,1,1,2,0,0,0,0,1,1,2,0,0,90.95,2897.95,0
1937,1,0,1,1,46,1,1,0,2,2,2,2,2,2,0,1,2,20.2,917.45,0
1938,0,0,1,1,68,1,1,0,2,2,2,2,2,2,0,1,1,19.35,1292.65,0
1939,0,0,1,1,48,1,2,1,0,1,0,1,1,1,0,0,0,79.65,3870.3,0
1940,0,0,1,1,2,1,1,2,0,0,0,0,0,0,2,0,0,70.4,147.15,1
1941,1,0,1,0,56,1,2,2,1,1,1,0,0,0,1,1,0,93.15,5253.95,0
1942,1,0,1,0,5,1,2,2,0,1,0,0,0,0,2,1,0,78.75,412.1,1
1943,0,0,0,0,3,1,2,2,0,0,0,0,0,0,2,1,0,74.95,212.4,0
1944,0,0,1,1,64,1,2,2,0,1,1,0,0,1,1,1,0,92.85,5980.75,0
1945,1,0,1,1,47,1,2,1,1,1,1,1,1,1,0,1,2,90.5,4318.35,0
1946,1,0,1,0,63,1,2,1,0,1,0,1,0,1,0,0,2,67.25,4234.15,0
1947,1,0,0,0,27,1,1,0,2,2,2,2,2,2,2,1,0,19.4,529.8,0
1948,0,1,1,1,47,1,1,2,0,0,0,0,0,0,2,0,1,70.55,3309.25,1
1949,0,0,0,0,59,1,2,0,2,2,2,2,2,2,0,0,0,24.45,1493.1,0
1950,1,0,1,1,4,1,1,0,2,2,2,2,2,2,2,0,2,18.85,84.2,0
1951,0,0,0,0,72,1,2,2,1,1,1,1,1,1,0,1,0,114.9,8496.7,0
1952,0,0,0,0,13,1,1,1,1,0,0,1,0,0,1,0,2,55.15,742.9,0
1953,1,1,1,1,66,1,2,2,0,1,1,1,1,1,1,1,0,108.45,7076.35,0
1954,0,0,0,0,42,1,1,0,2,2,2,2,2,2,1,1,2,20.65,958.1,0
1955,0,0,1,0,10,1,1,0,2,2,2,2,2,2,2,1,1,19.95,187.75,0
1956,0,1,0,0,15,1,2,2,0,0,0,0,0,0,2,1,2,74.45,1145.7,1
1957,0,0,1,0,45,1,1,2,0,0,0,1,1,1,0,1,3,95.2,4285.8,0
1958,0,0,0,0,48,1,2,1,0,1,1,1,1,0,1,1,1,73.85,3581.4,0
1959,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,25.25,25.25,0
1960,0,0,1,0,27,1,1,2,0,1,0,0,0,0,2,1,0,76.1,2093.4,0
1961,1,0,1,0,5,1,1,0,2,2,2,2,2,2,2,0,2,19.35,126.05,1
1962,1,0,1,1,23,1,1,2,0,1,1,1,0,0,1,0,2,86.8,1940.8,0
1963,1,1,1,1,11,1,2,2,0,0,0,0,0,0,2,1,3,75.2,775.3,0
1964,0,1,1,0,35,1,2,2,0,0,1,0,1,1,2,0,1,102.05,3452.55,0
1965,1,0,0,0,67,1,2,1,1,1,1,1,1,1,1,1,1,88.8,5903.15,0
1966,1,0,1,1,33,1,1,1,1,0,1,0,1,1,1,0,3,74.75,2453.3,0
1967,1,0,1,1,72,1,2,2,1,1,1,1,1,1,0,1,0,114.0,8093.15,0
1968,0,0,1,0,67,1,2,2,0,1,1,1,1,1,1,1,3,109.7,7344.45,0
1969,0,0,1,0,33,1,1,0,2,2,2,2,2,2,2,0,2,20.05,669.45,0
1970,0,0,0,0,47,1,1,1,1,1,0,1,0,0,1,1,2,58.9,2813.05,0
1971,1,1,1,0,13,1,1,2,0,1,1,0,1,1,2,1,0,98.0,1237.85,1
1972,1,0,1,1,18,1,1,1,1,0,1,1,1,1,2,0,0,83.25,1611.15,0
1973,0,0,1,0,72,1,2,2,1,1,1,1,1,1,0,0,3,112.1,7965.95,0
1974,0,1,0,0,11,1,1,2,0,0,0,0,1,1,2,0,1,89.7,1047.7,1
1975,1,1,0,0,7,0,0,1,0,1,0,1,0,1,2,1,0,44.4,265.8,0
1976,0,0,0,0,59,1,2,2,1,1,1,0,0,1,2,1,1,99.45,5623.7,0
1977,0,1,1,1,32,1,2,2,0,1,0,0,1,1,2,1,0,100.4,3217.65,0
1978,0,0,1,0,67,1,2,0,2,2,2,2,2,2,0,1,3,25.25,1733.15,0
1979,0,0,0,0,51,1,1,2,0,0,0,0,1,1,1,0,3,87.55,4475.9,0
1980,0,1,1,0,59,1,2,2,1,1,1,1,0,0,1,1,0,94.05,5483.9,0
1981,0,0,1,1,48,0,0,1,1,1,0,1,0,0,0,0,2,39.4,1978.65,0
1982,0,1,0,0,1,1,1,2,0,0,0,0,0,0,2,1,0,70.55,70.55,1
1983,1,0,1,0,23,1,1,0,2,2,2,2,2,2,1,0,3,19.3,486.2,0
1984,1,0,1,1,38,1,2,2,0,1,1,0,1,0,2,1,0,94.65,3624.3,1
1985,1,0,1,1,19,1,1,0,2,2,2,2,2,2,1,0,2,19.9,357.7,0
1986,1,1,0,0,3,1,2,2,0,0,0,0,0,0,2,1,0,76.05,231.8,1
1987,1,1,1,0,58,1,2,2,0,1,0,0,1,1,2,1,0,98.9,5780.7,0
1988,1,0,0,0,2,1,1,1,0,0,0,1,0,0,2,1,3,50.2,109.25,0
1989,1,0,0,0,5,1,1,1,0,0,1,1,1,1,2,0,1,75.15,392.65,0
1990,0,0,0,0,72,1,2,2,1,1,1,0,1,0,0,1,1,101.3,7261.25,0
1991,0,1,0,0,44,1,2,2,1,1,1,0,1,1,1,1,3,109.8,4860.35,0
1992,1,0,0,0,16,1,1,0,2,2,2,2,2,2,2,1,2,19.7,342.4,1
1993,1,0,0,0,12,0,0,1,1,1,0,1,1,0,2,1,1,50.95,605.75,0
1994,0,0,0,0,6,1,1,2,0,0,0,0,1,1,2,1,0,89.5,573.3,1
1995,0,1,0,0,72,1,2,2,0,1,1,1,1,1,0,1,1,108.1,7774.05,0
1996,0,0,0,0,23,1,2,0,2,2,2,2,2,2,1,0,3,24.8,615.35,0
1997,1,0,0,0,38,1,1,2,0,0,0,0,0,0,1,1,1,70.45,2597.6,1
1998,1,0,1,0,47,1,2,2,0,0,0,0,1,1,1,1,3,95.2,4563.0,0
1999,0,0,1,0,54,1,1,0,2,2,2,2,2,2,0,0,3,20.05,1102.4,0
2000,1,0,1,0,15,1,1,2,0,0,0,0,0,0,2,1,1,68.6,1108.6,0
2001,0,1,0,0,20,1,2,2,0,1,1,0,0,1,2,1,0,94.1,1782.4,1
2002,0,0,1,1,16,1,1,2,0,1,0,0,0,0,2,0,1,73.25,1195.75,0
2003,1,0,0,0,1,1,1,2,0,0,0,0,0,0,2,1,0,69.35,69.35,1
2004,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,24.8,24.8,1
2005,1,0,0,0,46,1,1,0,2,2,2,2,2,2,0,0,0,19.95,907.05,0
2006,1,0,0,0,69,1,2,2,0,1,1,1,1,0,0,1,3,97.65,6743.55,0
2007,1,0,1,1,49,1,2,2,0,0,0,0,1,0,2,0,0,84.5,4254.85,1
2008,1,0,0,0,53,0,0,1,0,0,1,1,1,1,1,0,3,54.9,3045.75,0
2009,1,0,0,1,7,1,1,0,2,2,2,2,2,2,1,0,2,19.45,136.75,0
2010,0,0,1,0,42,1,2,1,0,0,0,0,0,0,2,1,0,50.25,2203.65,1
2011,1,0,0,1,17,1,1,1,1,0,0,0,0,0,2,1,2,50.3,846.8,0
2012,0,1,0,0,2,1,1,2,0,0,0,0,1,0,2,0,2,81.5,162.55,0
2013,0,0,1,1,72,1,2,2,1,1,0,0,1,1,1,1,0,104.15,7303.05,0
2014,0,0,1,0,28,1,1,0,2,2,2,2,2,2,2,0,2,20.5,563.05,0
2015,1,0,1,0,1,0,0,1,0,0,1,0,1,1,2,1,0,50.35,50.35,1
2016,0,0,0,0,15,1,1,2,1,0,0,0,1,0,2,0,0,86.2,1270.2,1
2017,0,1,1,0,67,1,2,2,1,0,1,0,1,1,1,1,3,107.05,7142.5,0
2018,0,0,1,0,11,1,2,2,0,0,1,0,1,1,2,1,0,99.5,1056.95,1
2019,1,0,1,1,56,1,2,2,0,0,1,1,1,1,0,1,0,103.2,5873.75,0
2020,1,0,0,0,22,1,1,1,1,0,0,1,0,0,2,0,2,55.1,1253.15,0
2021,1,1,1,0,19,0,0,1,0,1,1,0,0,0,2,1,3,34.3,577.15,0
2022,0,0,1,1,44,1,1,0,2,2,2,2,2,2,2,0,2,19.6,780.25,0
2023,1,0,0,0,10,0,0,1,0,1,0,1,0,0,2,0,0,35.75,389.8,0
2024,0,0,0,0,18,1,1,2,0,0,0,0,0,0,2,1,0,71.1,1247.75,0
2025,1,0,1,0,30,1,1,0,2,2,2,2,2,2,0,0,2,19.05,637.55,0
2026,1,0,0,0,26,0,0,1,0,0,1,1,0,0,2,0,0,35.75,1022.5,0
2027,0,0,1,0,58,1,2,2,1,1,1,0,1,1,0,1,1,109.45,6144.55,1
2028,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,2,29.7,29.7,1
2029,0,0,0,0,9,1,1,1,0,1,0,1,1,0,2,0,2,66.25,620.55,1
2030,0,0,0,0,50,1,2,1,1,0,1,1,1,1,1,1,3,82.5,4179.1,0
2031,1,0,0,0,46,0,0,1,1,0,0,0,0,0,1,1,1,30.75,1489.3,0
2032,0,0,0,0,3,1,1,1,0,0,0,0,0,0,2,0,2,44.75,148.05,0
2033,0,0,0,0,11,1,1,1,0,1,0,0,0,0,2,0,0,51.1,531.15,0
2034,1,0,0,0,37,1,1,2,0,0,0,0,0,0,2,1,2,70.35,2552.9,0
2035,1,0,1,0,22,1,1,1,1,0,0,1,0,0,2,1,0,54.2,1152.7,1
2036,1,0,1,0,67,1,2,0,2,2,2,2,2,2,0,0,3,25.6,1784.9,0
2037,1,0,0,0,1,1,1,0,2,2,2,2,2,2,2,0,2,20.2,20.2,0
2038,0,0,0,0,19,1,2,1,0,0,1,0,0,0,2,1,2,56.1,1033.9,0
2039,0,1,0,0,9,1,2,2,0,0,0,0,0,0,2,1,0,74.55,622.9,1
2040,1,0,1,0,70,1,2,2,0,1,1,1,0,1,0,1,1,98.7,6858.9,0
2041,1,0,0,0,1,1,1,1,0,1,0,0,0,0,2,1,2,50.15,50.15,0
2042,0,0,0,0,39,0,0,1,0,1,1,1,0,0,2,0,1,41.1,1597.05,0
2043,1,0,0,0,2,1,1,2,0,0,0,0,0,0,2,0,3,70.7,140.7,1
2044,0,1,0,0,49,1,1,1,0,0,0,0,0,0,2,0,2,43.8,2106.05,0
2045,1,0,0,0,7,1,1,1,0,0,1,1,1,0,2,0,1,64.3,445.95,0
2046,1,0,1,1,1,1,1,1,0,0,0,0,0,0,2,1,2,45.85,45.85,1
2047,0,0,1,0,61,1,2,2,0,1,0,0,1,1,0,1,1,101.05,5971.25,0
2048,1,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,0,42.9,42.9,1
2049,0,1,0,0,40,1,1,2,0,0,0,0,1,1,2,1,0,91.55,3673.6,0
2050,0,0,1,0,71,1,2,0,2,2,2,2,2,2,0,1,3,24.45,1681.6,0
2051,1,0,0,0,24,1,2,2,0,0,1,0,1,0,2,1,2,89.85,2165.05,1
2052,0,0,0,0,14,1,1,1,0,1,0,0,0,0,2,0,0,50.45,765.45,0
2053,0,1,1,0,61,1,2,2,1,1,1,1,0,0,2,1,3,94.2,5895.45,0
2054,0,1,0,0,44,1,1,1,0,0,1,1,1,1,1,0,1,74.85,3268.05,0
2055,0,0,1,0,70,1,1,0,2,2,2,2,2,2,0,0,1,19.8,1397.65,0
2056,0,0,0,0,18,1,2,2,0,0,0,0,0,0,2,1,0,74.15,1345.75,0
2057,1,0,0,1,12,1,2,2,0,0,0,0,0,0,2,1,3,73.75,871.4,1
2058,1,1,1,0,66,1,2,2,0,1,1,1,1,1,1,1,1,107.35,7051.95,0
2059,1,0,1,1,61,1,1,0,2,2,2,2,2,2,0,0,3,20.55,1305.95,0
2060,0,0,1,0,42,1,2,2,0,0,1,1,0,0,2,1,3,85.9,3729.75,0
2061,0,0,0,0,54,1,2,2,0,1,1,0,1,0,1,1,1,94.75,5121.75,0
2062,1,0,0,0,3,1,1,0,2,2,2,2,2,2,2,1,0,20.25,61.45,0
2063,1,0,1,0,69,1,1,1,1,1,0,0,0,0,1,1,3,53.65,3804.4,0
2064,0,0,1,0,3,1,1,0,2,2,2,2,2,2,2,1,2,19.6,55.25,0
2065,0,0,0,0,7,1,2,2,0,0,0,0,0,0,2,1,0,74.9,541.15,1
2066,0,0,1,0,57,1,1,0,2,2,2,2,2,2,0,0,1,19.9,1115.6,0
2067,1,1,0,0,14,1,2,2,0,0,0,0,0,0,2,1,0,74.95,1036.75,1
2068,1,0,0,0,11,0,0,1,0,0,1,0,1,0,1,1,0,41.6,470.6,1
2069,1,0,0,0,4,1,1,0,2,2,2,2,2,2,1,0,2,19.7,117.8,0
2070,1,0,0,0,43,1,2,2,0,0,0,0,1,1,1,0,2,94.35,3921.3,0
2071,1,0,0,0,62,1,1,1,1,1,0,0,1,1,1,1,3,74.3,4698.05,0
2072,0,0,0,0,12,1,1,2,0,0,1,0,1,1,2,1,0,96.0,1062.1,1
2073,1,0,1,1,11,1,1,0,2,2,2,2,2,2,2,1,0,20.45,250.8,0
2074,0,0,1,0,19,1,1,1,0,1,0,0,0,1,2,1,2,59.8,1130.85,0
2075,1,0,0,0,44,1,1,2,1,1,1,0,1,1,1,1,0,106.05,4510.8,0
2076,0,1,1,1,11,1,2,2,0,0,1,0,0,0,2,1,3,78.1,864.85,0
2077,1,0,1,1,72,1,1,1,1,0,1,1,1,1,0,1,0,80.8,5728.55,0
2078,0,0,0,0,43,1,2,2,0,1,1,0,1,1,0,1,0,104.6,4759.85,1
2079,1,0,0,0,3,1,1,0,2,2,2,2,2,2,2,1,2,19.8,58.15,1
2080,0,1,0,0,5,1,1,2,1,1,0,0,0,0,2,0,0,80.7,374.8,0
2081,1,0,0,0,2,0,0,1,0,0,0,1,0,0,2,0,1,29.85,75.6,1
2082,1,0,1,1,68,1,2,2,1,1,0,0,0,0,1,1,1,85.5,5696.6,0
2083,1,1,1,0,33,1,2,2,0,0,0,0,1,1,2,1,0,94.5,3105.55,1
2084,0,0,0,0,11,0,0,1,0,0,0,0,1,0,2,1,2,35.8,363.15,0
2085,1,1,1,0,69,1,2,2,0,1,0,0,1,0,2,1,0,89.95,6143.15,1
2086,0,0,1,0,66,1,2,2,0,1,1,0,1,1,2,1,0,105.2,6936.85,0
2087,1,0,1,1,29,1,1,1,0,0,1,1,1,1,0,0,2,75.55,2054.4,0
2088,1,0,1,1,8,1,1,1,0,0,0,0,0,0,2,0,1,44.65,369.15,0
2089,1,1,1,0,72,0,0,1,1,1,1,1,1,1,0,1,3,64.45,4641.1,0
2090,0,0,1,1,8,1,1,1,0,0,0,0,0,0,2,1,0,45.45,411.75,0
